primaryTitle;contentType;status;contentTypeId;statusId;authorId;authorName;alternativeTitles;genreIds;tags;totalChapters;currentChapterNumber;currentChapterLabel;rating;priority;description;comment;notes;rawImportedLine;links;genres
Legend of the Great Sage;Novel;Reading;;;;;;;;;1528;;;;;;;1.87. Legend of the Great Sage 1528;"[{""Url"":""https://www.novelupdates.com/series/legend-of-the-great-sage/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Regressed Demon Lord is Kind;Novel;Reading;;;;;;;;;382;;;;;;;1.88. The Regressed Demon Lord is Kind 382;"[{""Url"":""https://www.novelupdates.com/series/the-regressed-demon-lord-is-kind/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Please i really didn't want to fall in love with my master;Novel;Reading;;;;;;;;;139;;;;;;;1.89. Please i really didn't want to fall in love with my master 139;"[{""Url"":""https://www.novelupdates.com/series/please-i-really-didnt-want-to-fall-in-love-with-my-master/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Despite Being Pursued As a Villain, All The Heroines Are On My Side?;Novel;Reading;;;;;;;;;62;;;;;;;1.90. Despite Being Pursued As a Villain, All The Heroines Are On My Side? 62;"[{""Url"":""https://www.novelupdates.com/series/despite-being-pursued-as-a-villain-all-the-heroines-are-on-my-side/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
What To Do if You're the Villain and the Heroine Likes You;Novel;Reading;;;;;;;;;50;;;;;;;1.91. What To Do if You're the Villain and the Heroine Likes You 50;"[{""Url"":""https://www.novelupdates.com/series/what-to-do-if-youre-the-villain-and-the-heroine-likes-you/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Main Heroines are Trying to Kill Me;Novel;Reading;;;;;;;;;28;;;;;;;1.92. The Main Heroines are Trying to Kill Me 28;"[{""Url"":""https://www.novelupdates.com/series/the-main-heroines-are-trying-to-kill-me/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Started As Novel Villain;Novel;Reading;;;;;;;;;184;;;;;;;1.94. I Started As Novel Villain 184;"[{""Url"":""https://www.novelupdates.com/series/i-started-as-novel-villain/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
History's Greatest Husband;Novel;Completed;;;;;;;;;684;;4;1;;;mieszane uczucia. Niesamowita, ale ostatnie 100 rozdziałów i ending zjebane;1.95. History's Greatest Husband 684 ✓ ⭐ 💩 (mieszane uczucia. Niesamowita, ale ostatnie 100 rozdziałów i ending zjebane);"[{""Url"":""https://www.novelupdates.com/series/historys-greatest-husband/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Am Fated Villain;Novel;Reading;;;;;;;;;264;;;;;;;1.96. I Am Fated Villain 264;"[{""Url"":""https://www.novelupdates.com/series/i-am-fated-villain/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Villain: Before I Died, I Forcibly Kissed the Heroine;Novel;Reading;;;;;;;;;268;;;;;;;1.97. Villain: Before I Died, I Forcibly Kissed the Heroine 268;"[{""Url"":""https://www.novelupdates.com/series/villain-before-i-died-i-forcibly-kissed-the-heroine/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
My Fierce Tigress Wife;Novel;Unknown;;;;;;;;;234;;8;;;;chyba skonczone | chyba autor porzucil;1.98. My Fierce Tigress Wife 234  ✓❌? 💯;"[{""Url"":""https://www.novelupdates.com/series/my-fierce-tigress-wife/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
My Girlfriend From Turquoise Pond Requests My Help After My Millennium Seclusion;Novel;Completed;;;;;;;;;564;;;;;;;1.99. My Girlfriend From Turquoise Pond Requests My Help After My Millennium Seclusion 564 ✓;"[{""Url"":""https://www.novelupdates.com/series/my-girlfriend-from-turquoise-pond-requests-my-help-after-my-millennium-seclusion/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
These Dangerous Girls Placed Me Into Jeopardy;Novel;Reading;;;;;;;;;78;v2c63;;;;;;1.100. These Dangerous Girls Placed Me Into Jeopardy v2c63 (78);"[{""Url"":""https://www.novelupdates.com/series/these-dangerous-girls-placed-me-into-jeopardy/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Have Refined Qi for 3000 years;Novel;Reading;;;;;;;;;178;v8c24;;;;;;1.101. I Have Refined Qi for3000 years v8c24 (178);"[{""Url"":""https://www.novelupdates.com/series/i-have-refined-qi-for-3000-years/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Devil Does Not Need to Be Defeated;Novel;Completed;;;;;;;;;1039;;;;;;;1.102. The Devil Does Not Need to Be Defeated 1039 ✓;"[{""Url"":""https://www.novelupdates.com/series/the-devil-does-not-need-to-be-defeated/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Seeking the Dao in the Seemingly Mundane Mortal World;Novel;Reading;;;;;;;;;60;;;;;;;1.103. Seeking the Dao in the Seemingly Mundane Mortal World 60;"[{""Url"":""https://www.novelupdates.com/series/seeking-the-dao-in-the-seemingly-mundane-mortal-world/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Absolute Resonance;Novel;Reading;;;;;;;;;672;;;;;;;1.104. Absolute Resonance 672;"[{""Url"":""https://www.novelupdates.com/series/absolute-resonance/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Kidnapped Dragons Special;Novel;Completed;;;;;;;;454;454;;9;;;;;1.105. Kidnapped Dragons Special 9 (454) ✓ 💯💯;"[{""Url"":""https://www.novelupdates.com/series/kidnapped-dragons-special/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
House Dad's Literary Life;Novel;Reading;;;;;;;;;175;;;;;;;1.106. House Dad's Literary Life 175;"[{""Url"":""https://www.novelupdates.com/series/house-dads-literary-life/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Start a Ship, Pick up Corpses and Be the Queen of the Dead;Novel;Reading;;;;;;;;;231;;;;;;zaczęli losowo zdania dawać;1.107. Start a Ship, Pick up Corpses and Be the Queen of the Dead 231 (zaczęli losowo zdania dawać);"[{""Url"":""https://www.novelupdates.com/series/start-a-ship-pick-up-corpses-and-be-the-queen-of-the-dead/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
A Stay-at-home Dad's Restaurant In An Alternate World;Novel;Reading;;;;;;;;;885;;;;;;;1.108. A Stay-at-home Dad's Restaurant In An Alternate World 885;"[{""Url"":""https://www.novelupdates.com/series/a-stay-at-home-dads-restaurant-in-an-alternate-world/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Necropolis Immortal;Novel;Reading;;;;;;;;;1774;;;;;;;1.109. Necropolis Immortal 1774;"[{""Url"":""https://www.novelupdates.com/series/necropolis-immortal/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Vampir Lord: E* RPG;Novel;Reading;;;;;;;;;50;;;;;;;1.110. Vampir Lord: E* RPG 50;"[{""Url"":""https://www.novelupdates.com/series/vampir-lord-e-rpg/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Became First Prince;Novel;Reading;;;;;;;;;288;;;;;;;1.111. I Became First Prince 288;"[{""Url"":""https://www.novelupdates.com/series/i-became-first-prince/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Confinement King;Novel;Reading;;;;;;;;;324;;;;;;;1.112. Confinement King 324;"[{""Url"":""https://www.novelupdates.com/series/confinement-king/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
My Three Wives Are Beautiful Vampires;Novel;Reading;;;;;;;;;611;;;2;;;;1.113. My Three Wives Are Beautiful Vampires 611 ⭐⭐;"[{""Url"":""https://www.novelupdates.com/series/my-three-wives-are-beautiful-vampires/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
System vs Rebirth;Novel;Reading;;;;;;;;;473;;;;;;;1.114. System vs Rebirth 473;"[{""Url"":""https://www.novelupdates.com/series/system-vs-rebirth/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Son of the Hero King;Novel;Reading;;;;;;;;;417;383;;;;;;1.115. Son of the Hero King  383 (417);"[{""Url"":""https://www.novelupdates.com/series/son-of-the-hero-king/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Holy Necromancer: Rebirth of the Strongest Mage;Novel;Reading;;;;;;;;;392;;;;;;;1.116. Holy Necromancer: Rebirth of the Strongest Mage 392;"[{""Url"":""https://www.novelupdates.com/series/holy-necromancer-rebirth-of-the-strongest-mage/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Rebirth of the Nameless Immortal God;Novel;Reading;;;;;;;;;1008;;;;;;;1.117. Rebirth of the Nameless Immortal God 1008;"[{""Url"":""https://www.novelupdates.com/series/rebirth-of-the-nameless-immortal-god/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Tyranny of Steel;Novel;Reading;;;;;;;;;741;;;;;;kurwa autor już odlatuje z swoimi nazistowskimi poglądami i bs;1.118. Tyranny of Steel 741 ( kurwa autor już odlatuje z swoimi nazistowskimi poglądami i bs);"[{""Url"":""https://www.novelupdates.com/series/tyranny-of-steel/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Vampire's Slice of Life;Novel;Reading;;;;;;;;;333;;;;;;prawie nic nie dzieje, ale kiedyś wrócić;1.119. Vampire's Slice of Life 333 (prawie nic nie dzieje, ale kiedyś wrócić);"[{""Url"":""https://www.novelupdates.com/series/vampires-slice-of-life/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
How to Survive at the Academy;Novel;Reading;;;;;;;;;42;;;;;;;1.120. How to Survive at the Academy 42;"[{""Url"":""https://www.novelupdates.com/series/how-to-survive-at-the-academy/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
My Disciples Are All Villains;Novel;Reading;;;;;;;;;1211;;;;;;;1.121. My Disciples Are All Villains 1211;"[{""Url"":""https://www.novelupdates.com/series/my-disciples-are-all-villains/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Flower Stealing Master;Novel;Reading;;;;;;;;;2126;;;;;;;1.122. Flower Stealing Master 2126;"[{""Url"":""https://www.novelupdates.com/series/flower-stealing-master/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Villainous Young Master's Otherworldly Harem;Novel;Reading;;;;;;;;;228;;;;;;;1.123. Villainous Young Master's Otherworldly Harem 228;"[{""Url"":""https://www.novelupdates.com/series/villainous-young-masters-otherworldly-harem/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Blood Warlock: Succubus Partner In The Apocalypse;Novel;Reading;;;;;;;;;1264;;;1;;;;1.124. Blood Warlock: Succubus Partner In The Apocalypse 1264 ⭐;"[{""Url"":""https://www.novelupdates.com/series/blood-warlock-succubus-partner-in-the-apocalypse/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Regressor and the Blind Saintess;Novel;Reading;;;;;;;;;85;;8;1;;;;1.125. The Regressor and the Blind Saintess 85  💯 ⭐;"[{""Url"":""https://www.novelupdates.com/series/the-regressor-and-the-blind-saintess/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Villain Who Robbed the Heroines;Novel;Reading;;;;;;;;;81;;;1;;;;1.126. The Villain Who Robbed the Heroines 81 ⭐;"[{""Url"":""https://www.novelupdates.com/series/the-villain-who-robbed-the-heroines/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Killed the Player Of the Academy;Novel;Reading;;;;;;;;;69;;;;;;;1.127. I Killed the Player Of the Academy 69;"[{""Url"":""https://www.novelupdates.com/series/i-killed-the-player-of-the-academy/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Pseudo Resident's Illegal Stay In Another World;Novel;Reading;;;;;;;;;75;;;;;;;1.128. Pseudo Resident's Illegal Stay In Another World 75;"[{""Url"":""https://www.novelupdates.com/series/pseudo-residents-illegal-stay-in-another-world/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Imbecile Lord Is Married to Five Beautiful Goddess;Novel;Reading;;;;;;;;;544;;;;;;;1.129. The Imbecile Lord Is Married to Five Beautiful Goddess 544;"[{""Url"":""https://www.novelupdates.com/series/the-imbecile-lord-is-married-to-five-beautiful-goddess/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Bored Immortal;Novel;Reading;;;;;;;;;537;;;1;;;;1.130. The Bored Immortal 537 ⭐;"[{""Url"":""https://www.novelupdates.com/series/the-bored-immortal/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
The Damned Demon;Novel;Reading;;;;;;;;;196;;;;;;;1.131. The Damned Demon 196;"[{""Url"":""https://www.novelupdates.com/series/the-damned-demon/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Alpha Reborn;Novel;Reading;;;;;;;;;126;;;;;;;1.132. Alpha Reborn 126;"[{""Url"":""https://www.novelupdates.com/series/alpha-reborn/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
What? I Actually Reincarnated As Stepping Stone In Another World?;Novel;Reading;;;;;;;;;61;;;;;;;1.133. What? I Actually Reincarnated As Stepping Stone In Another World? 61;"[{""Url"":""https://www.novelupdates.com/series/what-i-actually-reincarnated-as-stepping-stone-in-another-world/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Shadow Monarch: Heroines Could Hear My Thoughts?!;Novel;Reading;;;;;;;;;192;;;;;;;1.134. Shadow Monarch: Heroines Could Hear My Thoughts?! 192;"[{""Url"":""https://www.novelupdates.com/series/shadow-monarch-heroines-could-hear-my-thoughts/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
When I Saw The Returns, I Invested In My Future Wife;Novel;Reading;;;;;;;;;267;;;;;;;1.135. When I Saw The Returns, I Invested In My Future Wife 267;"[{""Url"":""https://www.novelupdates.com/series/when-i-saw-the-returns-i-invested-in-my-future-wife/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Surviving in Woman's world as a novel villain;Novel;Reading;;;;;;;;;110;;;;;;;1.136. Surviving in Woman's world as a novel villain 110;"[{""Url"":""https://www.novelupdates.com/series/surviving-in-womans-world-as-a-novel-villain/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
How To Be A Demon lord: The Former Hero's Journey As A Demon Lord!;Novel;Reading;;;;;;;;;249;;;;;;;1.137. How To Be A Demon lord: The Former Hero's Journey As A Demon Lord! 249;"[{""Url"":""https://www.novelupdates.com/series/how-to-be-a-demon-lord-the-former-heros-journey-as-a-demon-lord/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Damn Reincarnation;Novel;Reading;;;;;;;;;352;260;;;;;;1.138. Damn Reincarnation 260 (352);"[{""Url"":""https://www.novelupdates.com/series/damn-reincarnation/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Became The Villain The Hero Is Obsessed With;Novel;Reading;;;;;;;;;174;;;;;;;1.139. I Became The Villain The Hero Is Obsessed With 174;"[{""Url"":""https://www.novelupdates.com/series/i-became-the-villain-the-hero-is-obsessed-with/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Academy's Second Seat;Novel;Reading;;;;;;;;;61;;;;;;;1.140. Academy's Second Seat 61;"[{""Url"":""https://www.novelupdates.com/series/academys-second-seat/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
How To Live As A Writer In A Fantasy World;Novel;Reading;;;;;;;;;148;;;;;;;1.141. How To Live As A Writer In A Fantasy World 148;"[{""Url"":""https://www.novelupdates.com/series/how-to-live-as-a-writer-in-a-fantasy-world/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Fell into the Game with Instant Kill;Novel;Reading;;;;;;;;;154;;;;;;;1.142. I Fell into the Game with Instant Kill 154;"[{""Url"":""https://www.novelupdates.com/series/i-fell-into-the-game-with-instant-kill/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Adopting Disaster;Novel;Reading;;;;;;;;;180;ch69p2;;;;;;1.143. Adopting Disaster ch69p2 (180);"[{""Url"":""https://www.novelupdates.com/series/adopting-disaster/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Taming The Villainesses;Novel;Reading;;;;;;;;;264;132.2;;;;;;1.144. Taming The Villainesses 132.2 (264);"[{""Url"":""https://www.novelupdates.com/series/taming-the-villainesses/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Inside An Adult Game As A Former Hero;Novel;Reading;;;;;;;;;256;128.1;;;;;;1.145. Inside An Adult Game As A Former Hero 128.1 (256);"[{""Url"":""https://www.novelupdates.com/series/inside-an-adult-game-as-a-former-hero/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Became The Academy's Blind Swordsman;Novel;Reading;;;;;;;;;193;;;;;;;1.146. I Became The Academy's Blind Swordsman 193;"[{""Url"":""https://www.novelupdates.com/series/i-became-the-academys-blind-swordsman/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
Incompatible Interspecies Wives;Novel;Completed;;;;;;;;;225;;8;1;;;chyba skonczone;1.147. Incompatible Interspecies Wives 225 ✓? 💯 ⭐;"[{""Url"":""https://www.novelupdates.com/series/incompatible-interspecies-wives/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
I Became the Villain of a Romance Fantasy;Novel;Reading;;;;;;;;;53;;;;;;;1.148. I Became the Villain of a Romance Fantasy 53;"[{""Url"":""https://www.novelupdates.com/series/i-became-the-villain-of-a-romance-fantasy/"",""Label"":""NovelUpdates"",""SourceType"":""NovelUpdates"",""IsPrimary"":true,""LastReadHere"":false}]";
